uid,name,name_romanji,nickname,nickname_romanji,member_count,member_names,member_uids,past_member_count,past_member_names,past_member_uids,color,formed_date,popularity,fans,union,union_uid,agencies,agency_uids,pictures_count,pictures_paths,wiki_url,song_uids_count,discography_count,disc_uids_count,songs_count,description
"44GE44GO44Gq44KK5p2x5YyX55Sj","いぎなり東北産","Iginari_Tohokusan","東北産","MADE IN TOHOKU
Tohoku-san","9","伊達花彩 | 北美梨寧 | 吉瀬真珠 | 安杜羽加 | 律月ひかる | 桜ひなの | 橘花怜 | 葉月結菜 | 藤谷美海","b7dbc0d5-0760-4b72-b80a-acf0c724928f | 38af38d9-683a-4599-b436-9929fbb4c35e | 39797148-1608-432a-94c3-7e9a64d2cf2b | f49ea2ab-8418-4edd-93ae-a8d557afc99e | 43c6aafd-7254-41f3-ae40-31f251caa1ed | a48f4696-6713-4fa3-8983-d31c145b9674 | f9ed872b-f9b7-4e3a-86cf-8f3a4b91e875 | 13d89925-e3e0-4961-b092-4b8fc5fb04ec | ecfe0554-5251-4a2a-afc2-2b94f5671b3a","1","湊梨紗","392ddd62-ad03-45af-bf33-261b665c26ac","","2015-08-09","38","18487","","","STARDUST PLANET | STARDUST PROMOTION","","14","picture/Iginari_Tohokusan_photo_2.webp | picture/Iginari_Tohokusan_photo_7.webp | picture/Iginari_Tohokusan_photo_12.webp | picture/Iginari_Tohokusan_photo.webp | picture/Iginari_Tohokusan_photo_3.webp | picture/Iginari_Tohokusan_logo.webp | picture/Iginari_Tohokusan_photo_9.webp | picture/Iginari_Tohokusan_photo_11.webp | picture/Iginari_Tohokusan_photo_13.webp | picture/Iginari_Tohokusan_photo_6.webp | picture/Iginari_Tohokusan_photo_8.webp | picture/Iginari_Tohokusan_photo_10.webp | picture/Iginari_Tohokusan_photo_4.webp | picture/Iginari_Tohokusan_photo_5.webp","https://jpop.fandom.com/wiki/Iginari_Tohokusan","0","40","40","0","Iginari Tohokusan Promoting DECO! (January 2026) Information Also Known As MADE IN TOHOKU Tohoku-san (東北産) Origin Tohoku, Japan Genre J-Pop Rock Years 2015-Present Label avex (2025-Present) STARDUST PROMOTION (2015-2025) Agency STARDUST PLANET ( STARDUST PROMOTION ) Associated Acts Momoiro Clover Z Shiritsu Ebisu Chugaku TEAM SHACHI Cho Tokimeki♡Sendenbu Batten Shoujo-tai ukka AMEFURASSHI Namie Yoshihatsu Kumiai Stapla Kenkyusei (Trainee Group) Current Members Tachibana Karen Ritsuki Hikaru Kit"
"44GK44GT44GV44G-44G344KM44Cc44Go44CC","おこさまぷれ〜と。","Zero_Project","ゼロプロ","ZERO PROJECT
ZeroPro","7","あっす〜 | ある | えちゃこ | おいもちゃん | かすみん | もふちゃん | 朝比奈凛","b36afc4d-0f20-4fcd-b734-dd0f5b63e728 | fcc625fd-96dc-49fa-84fd-24189951949e | 34d43977-855e-4447-a5db-ea0f81230e92 | f5a93c2f-3f9a-4729-baa9-20c2ba1bd3e4 | 84453e3e-d2c6-4465-acf3-11fb3b23c5fb | 696c27d8-ec2d-46a7-a131-0045dfcd58aa | 44eba567-c618-4b84-807a-22d33ed99bcf","10","ごりか | しゅがー | ちゃき | のぴ | ひめかのん | もんち | ゆあてゃん | ゆいにゃ | りあら | りんたろー","0e6d0f96-cc65-4165-bd13-d254ab8aeec6 | fc1e4bf9-f956-4a13-b0a8-82f4157968f0 | 188e6365-1349-4bd8-8a0b-bc3bcb12a909 | 14718705-13f9-43c8-89ad-5627b46cf8ae | e84ad889-878c-4058-8893-a495608caec2 | bf15d0c6-5162-4fec-a76d-5a721795f26c | b14177d1-3d16-4f76-947d-eb42baa9303b | a3507214-7ca3-4ba5-b879-73856796cd14 | a440910c-4b6d-4129-821b-24c6ceba6e26 | 639e3c52-365a-4226-b024-378da92d6c31","","","20","5014","","","ORIGAMI","","6","picture/Zero_Project_logo.webp | picture/Zero_Project_photo_4.webp | picture/Zero_Project_photo.webp | picture/Zero_Project_photo_3.webp | picture/Zero_Project_photo_2.webp | picture/Zero_Project_photo_5.webp","https://jpop.fandom.com/wiki/Zero_Project","0","3","3","0","Project Logo Information Also Known As ZERO PROJECT ZeroPro (ゼロプロ) Origin Tokyo, Japan Genre J-Pop Years 2021-Present Agency ORIGAMI Current Members See the Member List Former Members See the Former Member List Links Website Official Website Social Media Zero Project (ゼロプロジェクト) is a Japanese idol project consisting of over 100 members split into ranked and themed groups."
"44GK44KE44GZ44G_44Ob44Ot44Kw44Op44Og","おやすみホログラム","Oyasumi","","","2","オガワコウイチ | カナミル","595c0a21-14c2-4660-ab89-ae0adce141dd | cb4cb0e9-7366-419e-89b1-8d4672441526","8","さえこぴ | なの小夕子 | ぱーけん | マドちゃん | 兎馬フィグ | 八月ちゃん | 松本彌生 | 田島ハルコ","03b754ac-d012-4ea4-a7ba-3bd9d5052222 | df83f564-1265-41e1-8369-c75fe69da5d9 | f4b0ed55-1379-470b-a525-721cb2fef6a7 | 8131cec8-c6a0-4f15-b562-94a05fa03364 | 5245496d-1c0a-4929-a3d3-ebd688cd6b12 | 926ef36d-b2f6-43d5-9711-8cd08ade0225 | dc2d4045-31c3-4783-930b-28898e05359c | 9fb5d01f-ae13-4abb-b0b9-697aa90b4a1b","","","15","7458","","","","","2","picture/Oyasumi_photo.webp | picture/Oyasumi_logo.webp","https://jpop.fandom.com/wiki/Oyasumi","0","33","33","0","Oyasumi Regular Edition / Limited Edition Single by Ichinose Kana Native title おやすみ English Translation Good Night Released June 17, 2020 Genre J-Pop Label Nippon Columbia Oyasumi (おやすみ) is the debut character single by Ichinose Kana as Yutoria. It was released on June 17, 2020, and peaked at #93 on the Oricon single chart."
"44GL44GZ44G_6I2J44Go44K544OG44Op","かすみ草とステラ","","","","12","佐藤心遥 | 川菜光 | 市川こころ | 月橋ゆらぎ | 有岡ちひろ | 本田香澄 | 比賀ハル | 石間実咲 | 福井ひより | 立花杏 | 花丘すみれ | 高実心花","3608951e-56a8-4971-b320-cf4f8b06d7cc | 9a9ad684-69a0-480a-8e08-73f9558157ea | c7422db5-8477-4832-be98-4db96eb6d6bf | 38816241-cf2a-49d1-8f80-19660974179d | 5b7f25b2-5d36-4e58-88a6-f9fcfcf397d1 | b9921327-5504-416b-ad17-fa022b0e2f3c | a0e3b62f-258d-4cf0-a864-80a9e2558be6 | 3bac53dd-c5f6-4b1a-bfd3-e7184d1d8443 | c02fac5b-b27b-4f1d-b316-dcffd886bdec | 04011c18-c45b-4e7c-9267-04a47e5478ff | 9a41b02b-d245-4993-a49d-ad6006b097c4 | ef94e6a9-0098-48b2-a483-402d3bdf98a9","4","吉川実紅 | 小柴美羽 | 渡辺萌菜 | 鈴森はるな","0861b108-59bf-4d79-b634-5bda26995161 | db310646-d174-4c46-84eb-5a59e36ec9cd | 9d260bdb-2c6c-43bc-b049-84fe1bb1205f | 9e9a7583-fed6-414d-9706-ac201bba93f6","","","12","1573","","","","","0","","https://jpop.fandom.com/wiki/Watanabe_Misato","0","99","99","0",""
"44GN44Gu44Ob44CC","きのホ。","Ho?","","","5","小清水美里 | 小花衣こはる | 御堂莉くるみ | 御守ミコ | 桜寝あした","ef8af0a4-71a7-40ca-9f50-6b2e5690b6ec | d71e7ac9-118b-49c1-832c-74b51c296a21 | 2babed0c-f309-4684-9503-3a93afe3b4cb | aca70334-6575-4f28-a8ae-a533a38725ae | c51d0f07-3935-44c2-ab5a-7dc34e602613","1","白珠色葉","3a56822a-ac40-4fca-af2a-8743ad3b3374","","","20","2377","","","","","1","picture/Ho__logo.webp","https://jpop.fandom.com/wiki/Ho%3F","0","14","14","0","Ho? Best Album by Horie Yui Native title ほっ? Released March 26, 2003 Genre J-pop Label King Records Ho? is a character song best album by Horie Yui."
"44GN44KF44KL44KK44KT44Gj44Gm44GX44Gm44G_44Gm","きゅるりんってしてみて","","","","4","島村嬉唄 | 清ゆな | 環やね | 逃げ水あむ","0a041c74-e38f-4b3d-a4b8-1b8bac4725b6 | f4025cdf-1b6f-4feb-beb8-912440147a00 | 49c13e03-c66d-4621-8292-442aef7cc916 | 2cf07e45-5814-43b2-b03d-d683330a6b0f","1","兎遊たお","ef8740ee-4434-4b7a-9a6d-f7f45538029d","","2021-01-23","52","69895","","","","","0","","https://jpop.fandom.com/wiki/Kyururin_te_shitemite","0","19","19","0",""
"44GT44G_44Gj44GN44KF44GK44KT77yB","こみっきゅおん！","Komikkyon","ゼロプロ","ZERO PROJECT
ZeroPro","7","四宮るな | 塩崎なづな | 月城はるの | 朝比奈凛 | 松永すみな | 石浜もも | 花咲みゆ","8c3a7cdd-57bd-4e71-a921-3f958a196ece | 066d4171-002d-49a0-8c4d-4401f0540d3a | ae29511d-7996-4eaf-bcf1-133377429e00 | 44eba567-c618-4b84-807a-22d33ed99bcf | c331a578-04e6-40f3-af3b-7400968e1c2c | 08af4bbe-481b-4416-b89d-5bfb1bf70a16 | 559407c3-2435-4e7b-b190-78dbdc5667bf","3","公野舞華 | 彩瀬ゆる | 真白うた","36088e0b-8ce0-4ac6-b34c-0c77b1ef411b | 78dcccf5-7da2-4f4c-b8bc-63dbea79d607 | 0f646e12-186c-46a2-b3e0-dce8c25bed2b","","","18","510","","","ORIGAMI","","6","picture/Zero_Project_logo.webp | picture/Zero_Project_photo_4.webp | picture/Zero_Project_photo.webp | picture/Zero_Project_photo_3.webp | picture/Zero_Project_photo_2.webp | picture/Zero_Project_photo_5.webp","https://jpop.fandom.com/wiki/Zero_Project","0","3","3","0","Project Logo Information Also Known As ZERO PROJECT ZeroPro (ゼロプロ) Origin Tokyo, Japan Genre J-Pop Years 2021-Present Agency ORIGAMI Current Members See the Member List Former Members See the Former Member List Links Website Official Website Social Media Zero Project (ゼロプロジェクト) is a Japanese idol project consisting of over 100 members split into ranked and themed groups."
"44GV44GP44KJ5a2m6Zmi","さくら学院","Sakura_Gakuin","さくら学院部活動","Sakura Gakuin Bukatsudo","18","倉島颯良 | 吉田爽葉香 | 大賀咲希 | 山出愛子 | 岡崎百々子 | 岡田愛 | 新谷ゆづみ | 日髙麻鈴 | 有友緒心 | 杉本愛莉鈴 | 森萌々穂 | 田口華 | 白井沙樹 | 磯野莉音 | 藤平華乃 | 野津友那乃 | 麻生真彩 | 黒澤美澪奈","548819a3-2618-44b6-8291-542ffd894366 | 48bcef53-3238-4c21-99c8-43582d3acc05 | 4e7e5dcd-24f7-4d3e-af5b-ec1c8b219537 | 4341c72a-2243-4705-9c64-9be852086eff | abfc0a80-3951-46ac-9f40-32a4ae50d8c8 | 1736da0d-3cc5-4011-b1c5-7436d54d91e5 | 6c071f5f-c879-45e4-9cf8-9175e7bf5b57 | 688b157a-d5b6-43a1-8e36-fb14f8c5d428 | aa0a8df6-fc00-4153-9246-527e0efc0b7e | f4c715ec-7906-4784-a741-964c6fc91c05 | e0db678f-1bd2-4597-90d6-40a4238db3bf | 8519f819-bf5a-4a3d-95b8-8ca044b8f77b | 68f55d81-78ce-4371-b0e4-76404c816851 | ff90f634-7efa-45ee-86e6-989ee676efff | 1b549ff7-5be3-4ab3-b1f3-90a53570f0ae | bdfdd3ee-72f3-464c-ae4b-672e417e225c | d92ebd5e-3bdf-4e83-b0e5-2d4cfc8da334 | 6524fee7-19fb-4acd-95a3-5b4f6ca3e003","0","","","","","25","18919","","","AMUSE","","61","picture/Sakura_Gakuin_photo_8.webp | picture/Sakura_Gakuin_photo_11.webp | picture/Sakura_Gakuin_photo_42.webp | picture/Sakura_Gakuin_photo_24.webp | picture/Sakura_Gakuin_photo_31.webp | picture/Sakura_Gakuin_photo_54.webp | picture/Sakura_Gakuin_photo_56.webp | picture/Sakura_Gakuin_photo_40.webp | picture/Sakura_Gakuin_photo_27.webp | picture/Sakura_Gakuin_photo_20.webp | picture/Sakura_Gakuin_photo_26.webp | picture/Sakura_Gakuin_photo_43.webp | picture/Sakura_Gakuin_photo_49.webp | picture/Sakura_Gakuin_photo_51.webp | picture/Sakura_Gakuin_photo_5.webp | picture/Sakura_Gakuin_photo_57.webp | picture/Sakura_Gakuin_photo_50.webp | picture/Sakura_Gakuin_photo_60.webp | picture/Sakura_Gakuin_photo_47.webp | picture/Sakura_Gakuin_photo_55.webp | picture/Sakura_Gakuin_photo_12.webp | picture/Sakura_Gakuin_photo_18.webp | picture/Sakura_Gakuin_photo_25.webp | picture/Sakura_Gakuin_photo_7.webp | picture/Sakura_Gakuin_photo_48.webp | picture/Sakura_Gakuin_photo_2.webp | picture/Sakura_Gakuin_photo_38.webp | picture/Sakura_Gakuin_photo_17.webp | picture/Sakura_Gakuin_photo_37.webp | picture/Sakura_Gakuin_photo_16.webp | picture/Sakura_Gakuin_photo_9.webp | picture/Sakura_Gakuin_photo_22.webp | picture/Sakura_Gakuin_photo_10.webp | picture/Sakura_Gakuin_photo_45.webp | picture/Sakura_Gakuin_photo_14.webp | picture/Sakura_Gakuin_photo_46.webp | picture/Sakura_Gakuin_photo_6.webp | picture/Sakura_Gakuin_logo.webp | picture/Sakura_Gakuin_photo_13.webp | picture/Sakura_Gakuin_photo_59.webp | picture/Sakura_Gakuin_photo_34.webp | picture/Sakura_Gakuin_photo_30.webp | picture/Sakura_Gakuin_photo_33.webp | picture/Sakura_Gakuin_photo_39.webp | picture/Sakura_Gakuin_photo_44.webp | picture/Sakura_Gakuin_photo_23.webp | picture/Sakura_Gakuin_photo_4.webp | picture/Sakura_Gakuin_photo_29.webp | picture/Sakura_Gakuin_photo_36.webp | picture/Sakura_Gakuin_photo_32.webp | picture/Sakura_Gakuin_photo_19.webp | picture/Sakura_Gakuin_photo_41.webp | picture/Sakura_Gakuin_photo_21.webp | picture/Sakura_Gakuin_photo.webp | picture/Sakura_Gakuin_photo_58.webp | picture/Sakura_Gakuin_photo_3.webp | picture/Sakura_Gakuin_photo_53.webp | picture/Sakura_Gakuin_photo_28.webp | picture/Sakura_Gakuin_photo_15.webp | picture/Sakura_Gakuin_photo_35.webp | picture/Sakura_Gakuin_photo_52.webp","","0","0","0","0","May 2021 Information Also Known As Sakura Gakuin Bukatsudo (さくら学院部活動) Origin Tokyo , Japan Genre J-Pop Years 2010-2021 Label Amuse (2012; 2015-2021) Universal Music Japan (2011-2015) TOY'S FACTORY (2010-2011) Agency AMUSE Associated Acts BABYMETAL Karen Girl's @onefive Ciào Smiles HGS Maboroshi☆Love Final Line-Up Nonaka Kokona (2018-2021) Shiratori Sana (2018-2021) Tanaka Miku (2017-2021) Yagi Miki (2017-2021) Sato Neo (2019-2021) Todaka Miko (2019-2021) Nozaki Yume (2018-2021) Kimura Sakia (201"
"44GV44Go44KK44Oi44Oz44K544K_44O8","さとりモンスター","","","","6","三栗なの | 森崎璃音 | 空中つき | 美弥妃結凛 | 遠野寧々 | 高橋あず","b2ca4789-b29c-4432-923c-3fc425f68ace | 94bb5493-1df3-4f23-9e6f-2aec1f95e0ed | 26fb7552-f862-41de-ade2-6cf8d3d8e382 | 03a04948-f9f2-48b8-9c4b-5fcc739fd926 | d6e7060d-3e4b-4db2-9c4e-e516d4259234 | 7431713a-8368-4e50-b63f-9f3633656c55","8","品乃美羽 | 如月雅 | 橘初華 | 水城こま | 白花雛美 | 篠崎麗 | 結城桜子 | 響万里菜","418f6573-3b8e-4855-a8f5-978da088e693 | fe4d2d5f-1b54-4716-8bcf-0295f74be3dd | f9ad31bb-8315-41ea-9834-221dd7a0f493 | 8b29b7e6-6a2f-4b20-8950-97f28d35a1f8 | d9ecb670-a1dd-4383-81fb-abf1b573965b | 9d0ce774-020d-4753-bc38-4d781b3e19c1 | c24ed31f-8d16-4ac6-8b7b-a7ea7b595ad4 | 737b7a1e-60f4-47fa-82c4-b99ab3809ae0","","","13","1867","","","","","0","","https://jpop.fandom.com/wiki/Sakurashimeji","0","27","27","0",""
"44GV44KI44Gq44KJ44K544OG44Kk44OB44Ol44O844Oz","さよならステイチューン","","","","6","城谷美温 | 愛宮歌梨 | 日永陽咲 | 根岸かのん | 桃ノ井理子 | 萌波あかり","5d535324-3f74-4992-8499-48bbf9f279f5 | 2e96d304-3d75-49c9-9e6c-2c5997e77f25 | 3240ce3a-9235-4b7c-8367-eaf8dd09459d | 458e3476-106a-490e-8675-12a18ef6f9a1 | 44389e25-2dd8-4dff-a2b3-35ff731abd02 | 019b7c51-92da-4923-8e70-b6e623cf49cf","6","のいちご | 三浜ありさ | 夏未ゆうか | 大場みゆ | 大崎瑠衣 | 常盤あい乃","d538f4be-c17d-4cab-98a1-cadc2db7d559 | 8393f8bf-b87b-49bd-a635-b3dac33746f1 | e8ff71de-ebd2-482d-8d95-0a3002e47de6 | ffadc959-4b3c-4f0e-b8ed-66ea42eafa63 | 579ed8cc-322a-430b-95c3-b24dd9fc5504 | 841e53fa-bfaf-4781-9ff3-95a3ce59edb8","","","15","1521","","","","","0","","https://jpop.fandom.com/wiki/HIROMI_IWASAKI_30TH_ANNIVERSARY_BOX","0","15","15","0",""
"44GY44KF44GY44KF","じゅじゅ","JUJU","","","3","now | 日向まお | 結城みこ","058b37b4-0286-4a6c-bc18-bce363b191be | d4bfbbf0-13e2-431f-b288-3cc6fa59605f | d6f20d08-3e13-4df2-bdd8-982878b18754","6","しらい | ちゅん | みおり | みのる | ゆらね | ネ兎ねう","e09de91a-5264-48c6-984d-9e3385235429 | f6bb01b3-cc4d-4b7f-b8ee-d838b26272f5 | 3dae5af9-fbc7-4565-b4e1-0c5461bff099 | 09a1df69-c8a6-4199-a0c5-b99acb49e7e2 | b3dd0884-cba8-455f-8d4d-9fdf4b91cdbe | bbdb8231-8451-4b01-a65f-15e06e2434cf","","","8","3944","","","Sony Music Artists","","2","picture/JUJU_photo.webp | picture/JUJU_logo.webp","https://jpop.fandom.com/wiki/JUJU","0","70","70","0","Sonoda Jun 園田淳 Profile Born February 14, 1976 (age 50) Birth Place Shoubara, Hiroshima, Japan Blood Type A Zodiac Sign Aquarius Height 166 cm (5 ft 5.3 in)? Professional Information Genre J-pop, New Music, Jazz Occupation Singer, Songwriter Years Active 2004-Present Agency Sony Music Artists Label Sony Music Entertainment Links Social Media Sonoda Jun (園田淳), better known as JUJU is a singer."
"44GY44O844GP44KJ44KA77yB","じーくらむ！","","","","0","","","10","ゆずらむ | 園宮しあ | 月村ゆう | 桃枝らら | 橙夏もも | 汐川きょう | 白雪なこ | 紫吹あや | 美山ひな | 茜もえ","61db85aa-4692-4b8d-a353-d2a8f5dbff24 | 3f27540f-b9bc-422b-bbc6-6d82f672b5fb | fea417a7-7065-48ae-b3a8-5ef6d0e804cc | 80d40bca-7ade-4dab-8198-c0020e2c53ce | 55490ef2-d55a-43eb-9429-b7956ec9703e | 36f9650b-8ee0-4fa3-85f7-63a5ab10bd02 | f0aef326-99ff-4f3f-8c24-26cf5e25daa5 | db2d3c6c-9d2b-4d41-9441-36cbf03cf14a | 814c40ad-bcde-4f1a-af3b-f5154e98d601 | aa8af56e-5214-4a2a-a53d-3042d2440314","","2019-12-27","","","","","","","0","","https://jpop.fandom.com/wiki/Sieglamm%21","0","11","11","0",""
"44G_44GG44G_44GK","みうみお","Miumio","","","2","砂糖みう | 神楽みお","7afe6331-fd8e-46bc-ba03-668138aac246 | 9fd5ffef-f1bd-4865-b021-58962e4fd81e","0","","","","2022-12-18","16","3402","","","ASH Entertainment","","1","picture/Miumio_logo.webp","https://jpop.fandom.com/wiki/Miumio","0","2","2","0","miumio Information Also Known As みうみお Origin Nagoya, Aichi, Japan Genre J-Pop Years 2022-2024 Agency ASH Entertainment Final Line-Up Sato Miu Kagura Mio Links Social Media miumio (みうみお) was a two-member Japanese girl group."
"44Gc44KN44GL44KJ4piG44GZ44Gf4oaS44Go","ぜろから☆すた→と","","","","6","天使あんじゅ | 好永萌叶 | 山口ゆあ | 桜庭うた | 水瀬らゆん | 翠稚おん","7f727b3d-4d62-4448-bb3a-dcdfc533a860 | 8f5320f0-0762-4592-8a01-52d3ececc5fe | f6424949-9e92-42eb-b9a7-0a0d7c8bc898 | 7c9009b1-4bdf-4765-85dd-ee324c2d59a7 | 192301cc-6bea-468e-92d0-5faf42acc409 | 402101d2-c0ca-45cb-80f6-ccb5af8e942d","12","u_u | うたかたまる | くまねこきらら | わかんないちあの | 堕天使七世 | 恋文あゆ | 星乃るる | 月野もえ | 白愛るみ | 白瀬澪 | 神姫めう | 芹沢うい","95bce4b8-984c-455d-830f-c6aa950a6cc7 | 80392e9b-92eb-4e1b-aa24-3649208bee64 | b0482bf3-85a1-49ad-96f6-30242e34393a | e32d7116-313b-4ec7-88cc-78027a55d27f | 09cb4300-25c2-4381-9e46-c917907f6618 | c76bdc42-98ca-4c85-aa7e-c4817f7deec5 | 6d0ce3ca-b93e-4287-873e-5fd77ef19aa5 | 643ff637-8645-4333-a19b-decc314b2964 | c3424cc5-a993-476c-b5c0-3237df04ad40 | 258ffafa-02e9-4f8e-90bb-30c79eeb5170 | fc71c425-3963-4a1d-91ad-0d82d3469542 | 5870fe4b-b6cb-42c3-9be8-8ae44f551de0","","2021-09-01","14","1053","","","","","0","","https://jpop.fandom.com/wiki/Zero_Kara%E2%AD%90%EF%B8%8EStar%E2%86%92t","0","21","21","0",""
"44Gc44KT44G25ZCb44Gu44Gb44GE44Gg44CC","ぜんぶ君のせいだ。","","","","5","むく | メイユイメイ | 如月愛海 | 寝こもち | 煌乃光","73a8c7a4-3dae-4f25-983b-d0aee9d4e256 | ec932411-8049-4a5a-b6e5-9ed18d4e867d | 5d3a5d0f-3951-4913-b290-2e3e344c7543 | f373d6e4-1db7-4213-b3d0-81e13dc48d84 | 25934d00-e225-4cc3-9749-39e79e5b215c","14","もとちか襲 | マシロ | 一十三四 | 个喆 | 兎丸とかく | 十字 | 夢咲夢日 | 己涙々らて | 征之丞十五時 | 成海５才 | 未来千代めね | 甘福氐喑 | 白空こあい | 雫ふふ","22fcd243-43ad-4c35-8ad0-141ae6e0fa96 | 1f7f4f42-9799-4034-93b6-c27c7d4a23a3 | 067bc0c8-0071-4879-946f-5d181cc8b31c | 47c883b0-51be-4002-a081-fafc42bcff2a | 4de55c15-7e98-4897-8357-37e5c0c41bd4 | f3be0449-dc8a-4e70-a3a7-9f6f500029d1 | 4ac093f0-4bff-4d4d-bf5b-1a5dd0dd371f | bb217874-27d0-491a-a8d8-9915d3963e43 | 2a4dbb2e-36f9-42ba-b281-138c10028a40 | a330cac5-7740-4328-a8cc-bcdf20375679 | 1cf3c766-2f28-4b2f-be09-b9f61364f210 | b8081d08-343a-47b3-8a6d-75febb1ecc56 | 5b65a555-8b8d-4f69-aeed-06457bd8e84b | ace8c2b7-26fd-4d8a-9f2a-2139df3adab9","","","32","19884","","","","","0","","https://jpop.fandom.com/wiki/Hori_Yuuka","0","1","1","0",""
"44Gk44G844G_5aSn6Z2p5ZG9","つぼみ大革命","Tsubomi_Daikakumei","","","7","しより | 吉岡久美子 | 岡本りん | 杉山優華 | 松下千紘 | 水森依音 | 糸原沙也加","c5428290-184d-4f9c-9920-b490651e4378 | b6fd80d9-5ea9-4371-977b-b296775acce1 | e0c3d559-09d2-483e-beb0-3dfac2d2f932 | 2725b0ef-104a-4d19-a319-63127c8e2468 | e14e64db-9e6d-404c-a500-dfad570864ea | c1742391-982d-4a82-bdfa-8f2009138354 | 4f990398-f649-4451-95fb-35345d412133","32","HIROKA | じぇじゅん♀ | たみ優子 | 中上亜耶 | 乾唯里菜 | 井内里菜 | 今井希世 | 八木沙季 | 内藤梨沙 | 加藤茉奈 | 北山麻依加 | 奥平哲子 | 安田由紀奈 | 小寺真理 | 山口綾子 | 恵梨華 | 朝倉こと姉 | 村上文香 | 村山真梨 | 栗本莉奈 | 樋口みどりこ | 浅本美加 | 清原菜見子 | 田尾悠 | 白城ちこ | 福田多希子 | 福田麻貴 | 禹可奈 | 近藤沙良 | 金沢沙里衣 | 鈴木恵梨奈 | 鶴原阿弓","42d80c0e-4ccc-4ce9-bafb-dd6a5976f0d0 | 9d14672c-cd05-4f6a-a107-c563fdfab5c7 | 6aa962e2-7ae2-4e2f-9a19-459d2787f547 | da9a22ff-f341-423c-b8ff-0672382f6791 | 77354396-e1fe-4527-b12d-884cc6b45cd3 | f90a43bc-474c-4b56-b875-91f9078adc43 | 51c25a21-867c-4c2c-907f-bd0ec7d8ae48 | 907451b2-dc13-4ffd-8a31-d9a0ce3cccda | 83c02bbe-64a5-4dbb-9487-0fcd51e2fe84 | 1025ba84-cb32-4d0b-8546-27b07b57fc04 | 711dc669-a1ba-4295-8f2c-87968410af54 | 478a7420-bcc0-46dd-be75-ee1b726316ab | 4d250021-4849-458a-9b8a-c2f03d29e3fc | c45ca29a-cef8-43fd-bd42-9454d6c201db | 28031f28-b7d8-4db1-ad2d-c14af6ea1d6d | 43160740-578e-48a5-b74c-31d3e580d7c1 | 64c337d3-6e2c-4f25-9f20-efec322fe3c1 | 1f096103-95c6-480b-9687-03f21728987d | fcc115ed-aedf-44a6-b851-45eaf774a548 | c8b036c2-1a41-4938-b183-d20d8a3c47c7 | 7801d4fd-41ed-4531-8e06-5643ac9bde6a | 469e4d3a-a3bc-4e37-8d99-e10989398da1 | 0fd23de9-007f-47fe-bad4-9dcc65d428a7 | 132bc350-97dd-4257-8e74-16012f1d6110 | c7cbe2f0-7ec9-4350-88cf-d5c70a35dd10 | 8ae08764-5220-48c9-9d98-4e143d9dc7d1 | 8a0f557f-ae68-448a-b27b-37c3e56465a2 | a098ffa8-cd7f-4548-be48-90dec3c2de8d | 44fad669-1531-4000-ad4c-db7b165531c5 | 9a4858ba-3d8b-4f3f-ab30-c8acc7b1da3d | 6b74a5b6-3844-4905-8601-727755c519f4 | 87cce1ea-cef1-45ab-845d-59cebf3968a0","","2010-04-01","6","1134","","","Yoshimoto Kogyo","","10","picture/Tsubomi_Daikakumei_photo_9.webp | picture/Tsubomi_Daikakumei_photo_7.webp | picture/Tsubomi_Daikakumei_photo_2.webp | picture/Tsubomi_Daikakumei_photo_4.webp | picture/Tsubomi_Daikakumei_logo.jpg | picture/Tsubomi_Daikakumei_photo.webp | picture/Tsubomi_Daikakumei_photo_5.webp | picture/Tsubomi_Daikakumei_photo_8.webp | picture/Tsubomi_Daikakumei_photo_3.webp | picture/Tsubomi_Daikakumei_photo_6.webp","https://jpop.fandom.com/wiki/Tsubomi_Daikakumei","0","28","28","0","Tsubomi Daikakumei December 2022 Information Origin Osaka, Japan Genre J-Pop Years 2010-2025 Label Yoshimoto Music Agency Yoshimoto Kogyo Final Line-Up Sugiyama Yuuka Matsushita Chihiro Shiyori Yoshioka Kumiko Mizumori Ion Itohara Sayaka Okamoto Rin Links Website Website Social Media Tsubomi Daikakumei (つぼみ大革命) was an idol group based in Osaka. They were formed in April 2010 by Fukuda Maki and other graduates of the NSC female talent course and were known as Tsubomi (つぼみ) until March 30, 2019,"
