name,uid,reputation,source,interpolated_raw,avg_stint_years,group_age_years,churn,past_stints,scandal_penalty,scandal_count
VINII,VklOSUk,3,interpolated,3.014,0,0.71,0,0,0,0
MeMeQ,TWVNZVE,3,interpolated,3.017,0,0.83,0,0,0,0
CURE'T,Q1VSRSdU,3,interpolated,3.013,0,0.67,0,0,0,0
Sugar♡Holic,U3VnYXLimaFIb2xpYw,3,interpolated,3,0,0,0,0,0,0
BNSI,Qk5TSQ,3,interpolated,3.019,0,0.97,0,0,0,0
ヒイラギリオ,44OS44Kk44Op44Ku44Oq44Kq,3,interpolated,3,0,0,0,0,0,0
特撮がるず,54m55pKu44GM44KL44Ga,3,interpolated,3,0,0,0,0,0,0
篠崎りさ,56-g5bSO44KK44GV,3,interpolated,3,0,0,0,0,0,0
Cheeky Parade,Q2hlZWt5IFBhcmFkZQ,3,interpolated,3,0,0,0,0,0,0
IDOLATER,SURPTEFURVI,3,interpolated,3.205,1.09,7.34,1,2,0,0
ファーストプレイリスト,44OV44Kh44O844K544OI44OX44Os44Kk44Oq44K544OI,3,interpolated,3,0,0,0,0,0,0
ReFLiA,UmVGTGlB,3,interpolated,3,0,0,0,0,0,0
武藤彩未,5q2m6Jek5b2p5pyq,3,interpolated,3,0,0,0,0,0,0
ねもぺろ from でんぱ組.inc,44Gt44KC44G644KNIGZyb20g44Gn44KT44Gx57WELmluYw,3,interpolated,3,0,0,0,0,0,0
みぎてやじるし ひだりてはーと,44G_44GO44Gm44KE44GY44KL44GXIOOBsuOBoOOCiuOBpuOBr-ODvOOBqA,3,interpolated,3,0,0,0,0,0,0
CROWN POP,Q1JPV04gUE9Q,3,interpolated,3.091,2.25,10.97,1,4,0.28,1
乙女新党,5LmZ5aWz5paw5YWa,3,interpolated,3,0,0,0,0,0,0
寺嶋由芙,5a-65baL55Sx6IqZ,3,interpolated,3,0,0,0,0,0,0
B.O.L.T,Qi5PLkwuVA,3,interpolated,3.141,0,7.07,0,0,0,0
WHY@DOLL,V0hZQERPTEw,3,interpolated,3.16,0,11.9,0,0,0,0
predia,cHJlZGlh,4,interpolated,4.198,4.73,16.57,0.67,2,0,0
GEM,R0VN,3.5,interpolated,3.297,1.72,13.59,1,7,0,0
恵比寿マスカッツ,5oG15q-U5a-_44Oe44K544Kr44OD44OE,3,interpolated,3,0,0,0,0,0,0
KOTO,S09UTw,3,interpolated,3.16,0,14.57,0,0,0,0
HO6LA,SE82TEE,3,interpolated,3.099,0,4.94,0,0,0,0
広瀬愛菜,5bqD54Cs5oSb6I-c,3,interpolated,3,0,0,0,0,0,0
シュークリームロケッツ,44K344Ol44O844Kv44Oq44O844Og44Ot44Kx44OD44OE,3,interpolated,3,0,0,0,0,0,0
みんなのこどもちゃん,44G_44KT44Gq44Gu44GT44Gp44KC44Gh44KD44KT,3,interpolated,3,0,0,0,0,0,0
バニラビーンズ,44OQ44OL44Op44OT44O844Oz44K6,3,interpolated,3,0,0,0,0,0,0
DESURABBITS,REVTVVJBQkJJVFM,3,interpolated,3.16,0,12.82,0,0,0,0
HALLCA,SEFMTENB,3,interpolated,3,0,0,0,0,0,0
PiXMiX,UGlYTWlY,4,interpolated,3.796,3.88,7.55,1,4,0,0
はちみつロケット,44Gv44Gh44G_44Gk44Ot44Kx44OD44OI,3,interpolated,3,0,0,0,0,0,0
ロッカジャポニカ,44Ot44OD44Kr44K444Oj44Od44OL44Kr,3,interpolated,3,0,0,0,0,0,0
X21,WDIx,3,interpolated,3,0,0,0,0,0,0
Siam☆Dream,U2lhbeKYhkRyZWFt,3,interpolated,3,0,0,0,0,0,0
3B junior,M0IganVuaW9y,3,interpolated,3.16,0,11.74,0,0,0,0
raymay,cmF5bWF5,3,interpolated,3.153,0,7.66,0,0,0,0
On the treat Super Season,T24gdGhlIHRyZWF0IFN1cGVyIFNlYXNvbg,3.5,interpolated,3.277,1.73,4.98,1,3,0,0
NELN,TkVMTg,3,interpolated,3.126,0,6.32,0,0,0,0
炭酸くろにくるっ,54Kt6YW444GP44KN44Gr44GP44KL44Gj,3.5,interpolated,3.261,1.6,5.28,1,4,0,0
Le Siana,TGUgU2lhbmE,4,interpolated,3.77,3.67,14.57,1,1,0,0
Pink Babies,UGluayBCYWJpZXM,3,interpolated,3.16,0,12.99,0,0,0,0
eyes,ZXllcw,3,interpolated,3,0,0,0,0,0,0
Last Idol,TGFzdCBJZG9s,3,interpolated,3.16,0,8.96,0,0,0,0
Fujun Bungaku Shoujo Kagekidan,RnVqdW4gQnVuZ2FrdSBTaG91am8gS2FnZWtpZGFu,3,interpolated,3.079,0,3.96,0,0,0,0
La Luce,TGEgTHVjZQ,3.5,interpolated,3.655,3.25,0,1,7,0,0
Good Tears,R29vZCBUZWFycw,4,interpolated,3.753,3.95,0,1,5,0,0
Choux Cream Rockets,Q2hvdXggQ3JlYW0gUm9ja2V0cw,4,interpolated,3.833,4.52,0,1,3,0,0
Someday Somewhere,U29tZWRheSBTb21ld2hlcmU,3.5,interpolated,3.691,3.51,0,1,6,0,0
Last Idol 2nd Generation,TGFzdCBJZG9sIDJuZCBHZW5lcmF0aW9u,3.5,interpolated,3.735,3.42,8.28,1,12,0,0
Last Idol 2nd Generation Under,TGFzdCBJZG9sIDJuZCBHZW5lcmF0aW9uIFVuZGVy,3.5,interpolated,3.747,3.51,8.28,1,18,0,0
アルプスおとめ,44Ki44Or44OX44K544GK44Go44KB,3,interpolated,3.16,0,19.74,0,0,0,0
Astrain,QXN0cmFpbg,3,interpolated,3.011,0,0.57,0,0,0,0
Circle Lychee,Q2lyY2xlIEx5Y2hlZQ,3,interpolated,3,0,0,0,0,0,0
Shirayuri to Ame,U2hpcmF5dXJpIHRvIEFtZQ,3,interpolated,3.046,0,2.29,0,0,0,0
Sect,U2VjdA,3,interpolated,3.023,0,1.17,0,0,0,0
Cerisier,Q2VyaXNpZXI,3,interpolated,3.16,0,8.63,0,0,0,0
#DO RE MI FA SOL LA SEED,I0RPIFJFIE1JIEZBIFNPTCBMQSBTRUVE,3,interpolated,3.072,0,3.58,0,0,0,0
Wagamama na Last Note,V2FnYW1hbWEgbmEgTGFzdCBOb3Rl,3,interpolated,3.023,0,1.15,0,0,0,0
KAMO ga NEGI wo Shottekuru!!!,S0FNTyBnYSBORUdJIHdvIFNob3R0ZWt1cnUhISE,3,interpolated,3.16,0,10.32,0,0,0,0
mai mai,bWFpIG1haQ,3,interpolated,3.097,0,4.84,0,0,0,0
Sukiiro Drop,U3VraWlybyBEcm9w,3,interpolated,3.131,0,6.57,0,0,0,0
Toriko Naru Prelude,VG9yaWtvIE5hcnUgUHJlbHVkZQ,3,interpolated,3,0,0,0,0,0,0
Amaterasu,QW1hdGVyYXN1,3,interpolated,3.133,0,6.63,0,0,0,0
UNLAME,VU5MQU1F,3,interpolated,3,0,0,0,0,0,0
NoelliL,Tm9lbGxpTA,3,interpolated,3.16,0,10.66,0,0,0,0
Solennel Company,U29sZW5uZWwgQ29tcGFueQ,3,interpolated,3.118,0,5.9,0,0,0,0
COLOR'z,Q09MT1Ineg,3,interpolated,3.16,0,8.57,0,0,0,0
37.2℃ -Nanadonibu-,MzcuMuKEgyAtTmFuYWRvbmlidS0,3,interpolated,3.134,0,6.71,0,0,0,0
Junjou no Afilia,SnVuam91IG5vIEFmaWxpYQ,3,interpolated,3.16,0,8.91,0,0,0,0
Houkago Princess,SG91a2FnbyBQcmluY2Vzcw,3,interpolated,3.16,0,12.18,0,0,0,0
Kakedashi no Hikou Shoujo,S2FrZWRhc2hpIG5vIEhpa291IFNob3Vqbw,3,interpolated,3,0,0,0,0,0,0
Artemis no Tsubasa,QXJ0ZW1pcyBubyBUc3ViYXNh,3,interpolated,3.116,0,5.82,0,0,0,0
#Pentaprism,I1BlbnRhcHJpc20,3,interpolated,3.105,0,5.24,0,0,0,0
KATACOTO * BANK,S0FUQUNPVE8gKiBCQU5L,3,interpolated,3.108,0,5.41,0,0,0,0
Minichu,TWluaWNodQ,3,interpolated,3,0,0,0,0,0,0
BOKU ha KIMI no KAKERA.,Qk9LVSBoYSBLSU1JIG5vIEtBS0VSQS4,3,interpolated,3.119,0,5.93,0,0,0,0
4864.,NDg2NC4,3,interpolated,3.089,0,4.46,0,0,0,0
AUGMENTAL,QVVHTUVOVEFM,3,interpolated,3.085,0,4.26,0,0,0,0
1Eyeline,MUV5ZWxpbmU,3,interpolated,3.11,0,5.49,0,0,0,0
Eureka,RXVyZWth,3,interpolated,3.066,0,3.32,0,0,0,0
HAKUSULA,SEFLVVNVTEE,3,interpolated,3.063,0,3.13,0,0,0,0
HACK,SEFDSw,3,interpolated,3,0,0,0,0,0,0
MINORITY ALERT,TUlOT1JJVFkgQUxFUlQ,3,interpolated,3.074,0,3.72,0,0,0,0
Hare Nochi Koi Moyou,SGFyZSBOb2NoaSBLb2kgTW95b3U,3,interpolated,3.065,0,3.27,0,0,0,0
Hiragana SAY-LA,SGlyYWdhbmEgU0FZLUxB,3,interpolated,3.021,0,1.07,0,0,0,0
HikuteAmata,SGlrdXRlQW1hdGE,3,interpolated,3.127,0,6.33,0,0,0,0
Spopopopony,U3BvcG9wb3Bvbnk,3,interpolated,3.087,0,4.35,0,0,0,0
&Ch!ll,JkNoIWxs,3,interpolated,3.137,0,6.84,0,0,0,0
cUTe! cENTI-mENTAL,Y1VUZSEgY0VOVEktbUVOVEFM,3,interpolated,3.103,0,5.13,0,0,0,0
Starlet,U3RhcmxldA,3,interpolated,3.038,0,1.89,0,0,0,0
LARMOON,TEFSTU9PTg,3,interpolated,3,0,0,0,0,0,0
Lovely☆DOLL,TG92ZWx54piGRE9MTA,3,interpolated,3.16,0,15.82,0,0,0,0
Tokyo Yume Piyogumi,VG9reW8gWXVtZSBQaXlvZ3VtaQ,3,interpolated,3,0,0,0,0,0,0
GRACiAS,R1JBQ2lBUw,3,interpolated,3,0,0,0,0,0,0
momograci,bW9tb2dyYWNp,3,interpolated,3.107,0,5.33,0,0,0,0
Momoiro Kakumei,TW9tb2lybyBLYWt1bWVp,3,interpolated,3,0,0,0,0,0,0
METROPOLIS,TUVUUk9QT0xJUw,3,interpolated,3.16,0,12.57,0,0,0,0
B.L.T. IDOL COLLEGE,Qi5MLlQuIElET0wgQ09MTEVHRQ,3,interpolated,3,0,0,0,0,0,0
Survive-ZERO,U3Vydml2ZS1aRVJP,3,interpolated,3.16,0,20.57,0,0,0,0
Yanchan Gakuen Ongakubu,WWFuY2hhbiBHYWt1ZW4gT25nYWt1YnU,3,interpolated,3,0,0,0,0,0,0
Alcute!,QWxjdXRlIQ,3,interpolated,3.06,0,3.01,0,0,0,0
Z5-C1,WjUtQzE,3,interpolated,3.099,0,4.95,0,0,0,0
PrincessGarden-2GN-,UHJpbmNlc3NHYXJkZW4tMkdOLQ,3,interpolated,3.105,0,5.24,0,0,0,0
rosé collage,cm9zw6kgY29sbGFnZQ,3,interpolated,3.091,0,4.53,0,0,0,0
Station♪,U3RhdGlvbuKZqg,3,interpolated,3.16,0,14.84,0,0,0,0
Katamomi Joshi,S2F0YW1vbWkgSm9zaGk,3,interpolated,3,0,0,0,0,0,0
info.m@te,aW5mby5tQHRl,3,interpolated,3.16,0,11.16,0,0,0,0
Wonder Weed Ten,V29uZGVyIFdlZWQgVGVu,3,interpolated,3.13,0,6.49,0,0,0,0
buGG,YnVHRw,3,interpolated,3.16,0,8.9,0,0,0,0
BACK THE RIPPER,QkFDSyBUSEUgUklQUEVS,3,interpolated,3.042,0,2.08,0,0,0,0
Party chuuuN!,UGFydHkgY2h1dXVOIQ,3.5,interpolated,3.501,1.63,2.87,0,0,0.207,1
KissBeeWEST,S2lzc0JlZVdFU1Q,4,interpolated,3.848,4.63,0,1,1,0,0
Suteneko Cats,U3V0ZW5la28gQ2F0cw,3,interpolated,3.074,0,3.68,0,0,0,0
M3LOGIN,TTNMT0dJTg,3,interpolated,3.016,0,0.81,0,0,0,0
Sureness,U3VyZW5lc3M,3,interpolated,3.111,0,5.55,0,0,0,0
Kore:ct,S29yZTpjdA,3,interpolated,3.158,0,7.9,0,0,0,0
MIROKUNOROCK,TUlST0tVTk9ST0NL,3,interpolated,3.138,0,6.9,0,0,0,0
Tsuki to Taiyou,VHN1a2kgdG8gVGFpeW91,3,interpolated,3.16,0,12.57,0,0,0,0
Luna By Snap,THVuYSBCeSBTbmFw,3,interpolated,3,0,0,0,0,0,0
Yokubari Sensation,WW9rdWJhcmkgU2Vuc2F0aW9u,3,interpolated,3.1,0,5,0,0,0,0
husky,aHVza3k,3,interpolated,3.16,0,9.07,0,0,0,0
PLANCK STARS,UExBTkNLIFNUQVJT,3,interpolated,3.151,0,7.57,0,0,0,0
chuuum,Y2h1dXVt,3,interpolated,3.057,0,2.86,0,0,0,0
Bokuseka,Qm9rdXNla2E,3,interpolated,3.096,0,4.82,0,0,0,0
SKIRMISH,U0tJUk1JU0g,3,interpolated,3.16,0,8.57,0,0,0,0
LUCY,TFVDWQ,3,interpolated,3.037,0,1.85,0,0,0,0
MELTY HZ,TUVMVFkgSFo,3,interpolated,3.156,0,7.82,0,0,0,0
postalgia,cG9zdGFsZ2lh,3,interpolated,3.112,0,5.62,0,0,0,0
MagMell,TWFnTWVsbA,3,interpolated,3.066,0,3.3,0,0,0,0
Chu☆Oh! Dolly,Q2h14piGT2ghIERvbGx5,3,interpolated,3.16,0,10.11,0,0,0,0
Jelno!,SmVsbm8h,3,interpolated,3,0,0,0,0,0,0
Stella☆Beats,U3RlbGxh4piGQmVhdHM,3,interpolated,3,0,0,0,0,0,0
LoveKen,TG92ZUtlbg,3,interpolated,3,0,0,0,0,0,0
BELLRING Shoujo Heart '22,QkVMTFJJTkcgU2hvdWpvIEhlYXJ0ICcyMg,3,interpolated,3.066,0,3.28,0,0,0,0
THERE THERE THERES,VEhFUkUgVEhFUkUgVEhFUkVT,3,interpolated,3.16,0,9.57,0,0,0,0
Seven Colors,U2V2ZW4gQ29sb3Jz,3,interpolated,3.16,0,13.96,0,0,0,0
Shojotai,U2hvam90YWk,3.5,interpolated,3.638,2.73,11.32,1,1,0,0
mignon,bWlnbm9u,3,interpolated,3.109,0,5.43,0,0,0,0
SHANIMUNI PARADE,U0hBTklNVU5JIFBBUkFERQ,3,interpolated,3.118,0,5.91,0,0,0,0
PIP,UElQ,3,interpolated,3.16,0,12.16,0,0,0,0
ALLOVER,QUxMT1ZFUg,3,interpolated,3.16,0,13.32,0,0,0,0
Bubble Bobbdie Gum!!,QnViYmxlIEJvYmJkaWUgR3VtISE,3,interpolated,3.146,0,7.29,0,0,0,0
Goodbye for First kiss,R29vZGJ5ZSBmb3IgRmlyc3Qga2lzcw,3,interpolated,3.065,0,3.24,0,0,0,0
Raydroid,UmF5ZHJvaWQ,3,interpolated,3,0,0,0,0,0,0
Neon Rain,TmVvbiBSYWlu,3,interpolated,3.131,0,6.57,0,0,0,0
100-YOKAI,MTAwLVlPS0FJ,3,interpolated,3.13,0,6.49,0,0,0,0
Kitto Zutto Seishun.,S2l0dG8gWnV0dG8gU2Vpc2h1bi4,3,interpolated,3.075,0,3.74,0,0,0,0
Kitsunebi,S2l0c3VuZWJp,3,interpolated,3.114,0,5.72,0,0,0,0
Sengoku Animal Gokuraku Joudo,U2VuZ29rdSBBbmltYWwgR29rdXJha3UgSm91ZG8,3,interpolated,3.156,0,7.82,0,0,0,0
astraia*,YXN0cmFpYSo,3,interpolated,3.16,0,8.24,0,0,0,0
BABY TO KISS,QkFCWSBUTyBLSVNT,3,interpolated,3,0,0,0,0,0,0
MILLION＄PARADE,TUlMTElPTu-8hFBBUkFERQ,3,interpolated,3.091,0,4.53,0,0,0,0
Mecha High,TWVjaGEgSGlnaA,3,interpolated,3,0,0,0,0,0,0
Strawberry Syndrome,U3RyYXdiZXJyeSBTeW5kcm9tZQ,3,interpolated,3,0,0,0,0,0,0
DOPING BERRY,RE9QSU5HIEJFUlJZ,3,interpolated,3,0,0,0,0,0,0
Odoro,T2Rvcm8,3,interpolated,3.16,0,8.82,0,0,0,0
BugMEME,QnVnTUVNRQ,3,interpolated,3.126,0,6.31,0,0,0,0
FANTASIA,RkFOVEFTSUE,3,interpolated,3.091,0,4.57,0,0,0,0
FILL ME TRAX,RklMTCBNRSBUUkFY,3,interpolated,3.072,0,3.6,0,0,0,0
403ERROR,NDAzRVJST1I,3,interpolated,3.16,0,9.57,0,0,0,0
Nemuleap,TmVtdWxlYXA,3,interpolated,3.08,0,3.98,0,0,0,0
SUDDENDEATH,U1VEREVOREVBVEg,3,interpolated,3.153,0,7.66,0,0,0,0
プティパ,44OX44OG44Kj44OR,3.5,interpolated,3.64,2.75,12.9,1,1,0,0
フルコース,RnVsbCBDb3Vyc2U,3,interpolated,3.174,0.41,0.45,0,0,0,0
ハルカエコー,82c6703f-0d5d-4b54-972d-232437a3b991,3,interpolated,3.126,0.3,0.3,0,0,0,0
ヒロインズ研究生大阪,dff1e0bf-9b5e-4a9c-85db-5379cafb7513,3,interpolated,3.236,0.64,1.09,0.33,5,0,0
Pastel Closet,3470f280-df87-4c34-addb-7d4a7c52106a,3.5,interpolated,3.421,1,1,0,0,0,0
MOBIUS,TU9CSVVT,3,interpolated,3.146,0,7.32,0,0,0,0
妄愛グラビティ,5aaE5oSb44Kw44Op44OT44OG44Kj,3,interpolated,3.146,0,7.32,0,0,0,0
鵺,6bW6,3,interpolated,3.156,0,7.82,0,0,0,0
iLiFE!候補生,aUxpRkUh5YCZ6KOc55Sf,5,interpolated,5,25.92,2.24,1,1,0,0
なう♡すとれーじ,Tm93U3RvcmFnZQ,3,interpolated,3.025,0.06,0.06,0,0,0,0
