group_uid,group_name,name_romanji,formed_date_raw,gap_missing_or_invalid_formed_date,gap_empty_song_uids,gap_empty_discography,discography_row_count,disc_rows_empty_track_list,disc_rows_empty_track_song_uids,member_count_field,member_names_count,member_uids_nonempty_count,gap_roster_no_nonempty_uids,gap_roster_uids_short_of_names,wiki_url_missing_or_blank,agencies_missing_or_empty,all_disc_rows_missing_track_list,all_disc_rows_missing_track_song_uids,gap_flags_summary
5p2x5Lqs5aWz5a2Q5rWB,東京女子流,,2009-01-01,0,0,0,86,66,86,5,5,4,0,1,0,0,0,1,disc_empty_track_list×66;disc_empty_track_song_uids×86;roster_uids_short
QkFCWUJFQVJE,BABYBEARD,BABYBEARD,,1,0,0,3,3,3,5,5,5,0,0,0,0,1,1,formed_date;disc_empty_track_list×3;disc_empty_track_song_uids×3
44Gw44Gj44Gm44KT5bCR5aWz6ZqK,ばってん少女隊,Batten_Shoujo-tai,2015-06-21,0,0,0,24,19,24,7,7,7,0,0,0,0,0,1,disc_empty_track_list×19;disc_empty_track_song_uids×24
RkVT4piGVElWRQ,FES☆TIVE,FES☆TIVE,2013-03-27,0,0,0,22,17,22,8,8,8,0,0,0,0,0,1,disc_empty_track_list×17;disc_empty_track_song_uids×22
VEVBTSBTSEFDSEk,TEAM SHACHI,TEAM_SHACHI,2011-09-11,0,0,0,42,35,42,4,4,4,0,0,0,0,0,1,disc_empty_track_list×35;disc_empty_track_song_uids×42
S0xQNDg,KLP48,KLP48,,1,0,0,7,4,7,1,1,0,1,1,0,1,0,1,formed_date;disc_empty_track_list×4;disc_empty_track_song_uids×7;roster_no_uids;roster_uids_short;no_agencies
V0hJVEUgU0NPUlBJT04,WHITE SCORPION,WHITE_SCORPION,2023-10-07,0,0,0,10,6,10,22,22,20,0,1,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×10;roster_uids_short
44K_44Kk44OI44Or5pyq5a6a,タイトル未定,Title_Mitei,2020-04-16,0,0,0,12,11,12,5,5,5,0,0,0,0,0,1,disc_empty_track_list×11;disc_empty_track_song_uids×12
VXRhR2Uh,UtaGe!,UtaGe!,2022-04-15,0,0,0,19,16,19,7,7,7,0,0,0,0,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×19
44OP44Or44OL44K344Kq44Oz,ハルニシオン,,2025-01-05,0,0,0,7,7,7,6,6,6,0,0,0,1,1,1,disc_empty_track_list×7;disc_empty_track_song_uids×7;no_agencies
TkVDUk9OT01JRE9M,NECRONOMIDOL,NECRONOMIDOL,2014-02-01,0,0,0,15,3,15,1,1,1,0,0,0,1,0,1,disc_empty_track_list×3;disc_empty_track_song_uids×15;no_agencies
U1VQRVLimIZHaVJMUw,SUPER☆GiRLS,SUPER☆GiRLS,2010-06-21,0,0,0,55,48,55,9,9,9,0,0,0,0,0,1,disc_empty_track_list×48;disc_empty_track_song_uids×55
44G-44Gt44GN44Kx44OB44Oj,まねきケチャ,,,1,0,0,11,9,11,6,6,6,0,0,0,1,0,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×11;no_agencies
5Luu6Z2i44Op44Kk44OA44O8R0lSTFM,仮面ライダーGIRLS,Kamen_Rider_Girls,,1,0,0,16,16,16,4,4,3,0,1,0,1,1,1,formed_date;disc_empty_track_list×16;disc_empty_track_song_uids×16;roster_uids_short;no_agencies
ZmlzaGJvd2w,fishbowl,Fishbowl,2021-01-01,0,0,0,39,37,39,6,6,6,0,0,0,1,0,1,disc_empty_track_list×37;disc_empty_track_song_uids×39;no_agencies
UElHR1M,PIGGS,PIGGS,2020-04-19,0,0,0,26,19,26,11,11,11,0,0,0,1,0,1,disc_empty_track_list×19;disc_empty_track_song_uids×26;no_agencies
Y2h1TGE,chuLa,ChuLa,2017-05-07,0,0,0,24,5,24,8,8,8,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×24
RGFuY2luZyBEb2xscw,Dancing Dolls,Dancing_Dolls,2011-01-01,0,0,0,7,7,7,5,5,5,0,0,0,1,1,1,disc_empty_track_list×7;disc_empty_track_song_uids×7;no_agencies
44Gq44G_44Gg6Imy44Gu5raI44GX44GU44KA,なみだ色の消しごむ,,2018-06-09,0,0,0,27,27,27,14,14,12,0,1,0,1,1,1,disc_empty_track_list×27;disc_empty_track_song_uids×27;roster_uids_short;no_agencies
44OZ44Ot44OG44Kj44Kr,ベロティカ,,2023-10-01,0,0,0,26,3,26,6,6,6,0,0,0,1,0,1,disc_empty_track_list×3;disc_empty_track_song_uids×26;no_agencies
TWFpc29uIGJvb2sgZ2lybA,Maison book girl,Maison_book_girl,2014-01-01,0,0,0,15,7,15,4,4,1,0,1,0,0,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×15;roster_uids_short
44OQ44Oz44OJ44GY44KD44Gq44GE44KC44KT77yBTUFYWCBOQUtBWU9TSEk,バンドじゃないもん！MAXX NAKAYOSHI,,,1,0,0,47,46,47,5,5,5,0,0,0,1,0,1,formed_date;disc_empty_track_list×46;disc_empty_track_song_uids×47;no_agencies
TUFaRQ,MAZE,MAZE,2022-01-01,0,0,0,10,10,10,5,5,6,0,0,0,1,1,1,disc_empty_track_list×10;disc_empty_track_song_uids×10;no_agencies
R0lMVFkgw5cgR0lMVFk,GILTY × GILTY,GILTY×GILTY,2022-05-20,0,0,0,3,2,3,5,5,5,0,0,0,0,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×3
QVNQ,ASP,ASP,2021-01-01,0,0,0,18,18,18,10,10,5,0,1,0,0,1,1,disc_empty_track_list×18;disc_empty_track_song_uids×18;roster_uids_short
dWtrYQ,ukka,Ukka,2015-05-01,0,0,0,15,10,15,7,7,7,0,0,0,0,0,1,disc_empty_track_list×10;disc_empty_track_song_uids×15
SU5VV0FTSQ,INUWASI,INUWASI,2025-08-27,0,0,0,25,16,25,6,6,6,0,0,0,0,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×25
5paw56ugIOWkp-mYquKYhuaYpeWkj-eni-WGrA,新章 大阪☆春夏秋冬,Shunkashuutou,2022-07-07,0,0,0,5,5,5,4,4,4,0,0,0,1,1,1,disc_empty_track_list×5;disc_empty_track_song_uids×5;no_agencies
44Op44OVw5fjg6njg5U,ラフ×ラフ,Rough_x_Laugh,2022-12-08,0,0,0,11,1,11,8,8,8,0,0,0,0,0,1,disc_empty_track_list×1;disc_empty_track_song_uids×11
Tm90IFNlY3VyZWQsTG9vc2UgRW5kcw,"Not Secured,Loose Ends","Not_Secured,_Loose_Ends",2015-11-01,0,0,0,4,4,4,4,4,4,0,0,0,0,1,1,disc_empty_track_list×4;disc_empty_track_song_uids×4
TmVnaWNjbw,Negicco,Negicco,2003-07-01,0,0,0,36,28,36,3,3,3,0,0,0,0,0,1,disc_empty_track_list×28;disc_empty_track_song_uids×36
44Oi44OO44Kv44Ot44O844Oz,モノクローン,,2020-04-11,0,1,0,40,25,40,0,0,0,0,0,0,1,0,1,empty_song_uids;disc_empty_track_list×25;disc_empty_track_song_uids×40;no_agencies
5omL57695YWI44K744Oz44K744O844K344On44Oz,手羽先センセーション,Tebasaki_Sensation,2017-06-24,0,0,0,20,7,20,6,6,6,0,0,0,0,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×20
44KK44KT44GU5aiY,りんご娘,Ringo_Musume,,1,0,0,35,9,35,4,4,4,0,0,0,0,0,1,formed_date;disc_empty_track_list×9;disc_empty_track_song_uids×35
UGVlbCB0aGUgQXBwbGU,Peel the Apple,Peel_the_Apple,2020-07-16,0,0,0,13,6,13,8,8,8,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×13
576k6Z2S44Gu5LiW55WM,群青の世界,Gunjou_no_Sekai,2018-12-23,0,0,0,34,6,34,0,0,0,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×34
TWlycm9yLE1pcnJvcg,"Mirror,Mirror","Mirror,Mirror",2022-01-30,0,0,0,7,2,7,7,7,7,0,0,0,0,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×7
QWRhbUxpbGl0aA,AdamLilith,AdamLilith,2022-09-24,0,0,0,2,2,2,5,5,5,0,0,0,0,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2
UkVJUklF,REIRIE,REIRIE,2023-01-01,0,0,0,12,7,12,2,2,2,0,0,0,0,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×12
cGlucG9ucGFucG9u,pinponpanpon,Pinponpanpon,,1,0,0,20,20,20,4,4,4,0,0,0,1,1,1,formed_date;disc_empty_track_list×20;disc_empty_track_song_uids×20;no_agencies
5pyA57WC5pyq5p2l5bCR5aWz,最終未来少女,,2023-01-01,0,0,0,24,24,24,3,3,3,0,0,0,1,1,1,disc_empty_track_list×24;disc_empty_track_song_uids×24;no_agencies
SmFtc0NvbGxlY3Rpb24,JamsCollection,Jams_Collection,2021-01-20,0,0,0,15,14,15,7,7,7,0,0,0,0,0,1,disc_empty_track_list×14;disc_empty_track_song_uids×15
R0FORyBQQVJBREU,GANG PARADE,GANG_PARADE,2014-09-01,0,0,0,41,41,41,11,11,11,0,0,0,0,1,1,disc_empty_track_list×41;disc_empty_track_song_uids×41
RXhXSFla,ExWHYZ,ExWHYZ,2022-06-01,0,0,0,27,27,27,4,4,4,0,0,0,0,1,1,disc_empty_track_list×27;disc_empty_track_song_uids×27
TUFEIEpBTUlF,MAD JAMIE,MAD_JAMIE,2021-04-29,0,0,0,24,17,24,1,1,1,0,0,0,1,0,1,disc_empty_track_list×17;disc_empty_track_song_uids×24;no_agencies
QXBwYXJlIQ,Appare!,Appare!,,1,0,0,42,42,42,9,9,9,0,0,0,0,1,1,formed_date;disc_empty_track_list×42;disc_empty_track_song_uids×42
VEVOUklO,TENRIN,TENRIN,2020-05-25,0,0,0,13,8,13,5,5,5,0,0,0,0,0,1,disc_empty_track_list×8;disc_empty_track_song_uids×13
Q1k4RVI,CY8ER,CY8ER,,1,0,0,11,4,11,5,5,3,0,1,0,0,0,1,formed_date;disc_empty_track_list×4;disc_empty_track_song_uids×11;roster_uids_short
SVJPTkJVTk5Z,IRONBUNNY,IRONBUNNY,,1,0,0,6,6,6,1,1,1,0,0,0,1,1,1,formed_date;disc_empty_track_list×6;disc_empty_track_song_uids×6;no_agencies
44OO44O844K544Oq44O844OW44K5,ノースリーブス,,,1,0,0,14,14,14,3,3,3,0,0,0,1,1,1,formed_date;disc_empty_track_list×14;disc_empty_track_song_uids×14;no_agencies
SXNpbGllbA,Isiliel,,,1,0,0,11,11,11,1,1,1,0,0,0,1,1,1,formed_date;disc_empty_track_list×11;disc_empty_track_song_uids×11;no_agencies
TkFOSU1PTk8,NANIMONO,NANIMONO,2022-05-13,0,0,0,11,8,11,7,7,7,0,0,0,0,0,1,disc_empty_track_list×8;disc_empty_track_song_uids×11
44Oe44O844Kt44Ol44Ot,マーキュロ,,2022-06-24,0,0,0,44,0,44,6,6,6,0,0,0,1,0,1,disc_empty_track_song_uids×44;no_agencies
T25lcGhvbnk,Onephony,Onephony,,1,0,0,8,8,8,5,5,5,0,0,0,0,1,1,formed_date;disc_empty_track_list×8;disc_empty_track_song_uids×8
44OJ44Op44Oe44OB44OD44Kv44Os44Kz44O844OJ,ドラマチックレコード,,2022-09-19,0,0,0,12,11,12,6,6,6,0,0,0,1,0,1,disc_empty_track_list×11;disc_empty_track_song_uids×12;no_agencies
44Oe44K244Oq,マザリ,Mazari,2024-10-11,0,0,0,19,5,19,6,6,6,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×19
TkdUNDg,NGT48,NGT48,,1,0,0,12,11,12,1,1,0,1,1,0,1,0,1,formed_date;disc_empty_track_list×11;disc_empty_track_song_uids×12;roster_no_uids;roster_uids_short;no_agencies
Q1lOSE4,CYNHN,CYNHN,2017-06-25,0,0,0,38,31,38,4,4,4,0,0,0,0,0,1,disc_empty_track_list×31;disc_empty_track_song_uids×38
TkVPIEpBUE9OSVNN,NEO JAPONISM,NEO_JAPONISM,,1,0,0,35,19,35,8,8,8,0,0,0,0,0,1,formed_date;disc_empty_track_list×19;disc_empty_track_song_uids×35
aS1DT0w,i-COL,I-COL,2021-05-14,0,0,0,3,3,3,2,2,2,0,0,0,0,1,1,disc_empty_track_list×3;disc_empty_track_song_uids×3
RGV2aWwgQU5USEVNLg,Devil ANTHEM.,Devil_ANTHEM.,2014-12-12,0,0,0,32,5,32,6,6,6,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×32
5Y-v5oaQ44Gq44Ki44Kk44Oc44Oq44O8,可憐なアイボリー,Karen_na_Ivory,2021-09-05,0,0,0,23,20,23,11,11,10,0,1,0,0,0,1,disc_empty_track_list×20;disc_empty_track_song_uids×23;roster_uids_short
5ZCb44Gr44CB6IO444Kt44Ol44Oz44CC,君に、胸キュン。,,2018-08-15,0,0,0,1,1,1,8,8,8,0,0,0,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1
44K444Ko44Oh44Kk,ジエメイ,Jiemei,2022-05-01,0,0,0,31,26,31,3,3,3,0,0,0,0,0,1,disc_empty_track_list×26;disc_empty_track_song_uids×31
TWVycnkgQkFEIFRVTkUu,Merry BAD TUNE.,Merry_BAD_TUNE.,2022-06-21,0,0,0,3,3,3,6,6,6,0,0,0,0,1,1,disc_empty_track_list×3;disc_empty_track_song_uids×3
6LGG5p-044Gu5aSn576k,豆柴の大群,MAMESHiBA_NO_TAiGUN,,1,0,0,31,31,31,6,6,5,0,1,0,0,1,1,formed_date;disc_empty_track_list×31;disc_empty_track_song_uids×31;roster_uids_short
UkFZ,RAY,RAY,2019-04-15,0,0,0,33,6,33,5,5,5,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×33
TUFETUVE,MADMED,MADMED,,1,0,0,30,18,30,6,6,2,0,1,0,0,0,1,formed_date;disc_empty_track_list×18;disc_empty_track_song_uids×30;roster_uids_short
TUU6SQ,ME:I,Nishimoto Meisa,,1,0,0,11,11,11,11,11,11,0,0,0,1,1,1,formed_date;disc_empty_track_list×11;disc_empty_track_song_uids×11;no_agencies
6LaF44Go44GN44KB44GN4pmh5a6j5Lyd6YOo,超ときめき♡宣伝部,Cho_Tokimeki♡Sendenbu,,1,0,0,45,36,45,5,5,5,0,0,0,0,0,1,formed_date;disc_empty_track_list×36;disc_empty_track_song_uids×45
44OV44Kh44Oz44OI44Og44K344O844K_,ファントムシータ,,2024-06-26,0,0,0,2,2,2,7,7,7,0,0,0,1,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2;no_agencies
44GN44KF44KL44KK44KT44Gj44Gm44GX44Gm44G_44Gm,きゅるりんってしてみて,,2021-01-23,0,0,0,19,6,19,4,4,4,0,0,0,1,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×19;no_agencies
5pel5ZCR5Z2CNDY,日向坂46,Hinatazaka46,,1,0,0,19,15,19,29,29,28,0,1,0,1,0,1,formed_date;disc_empty_track_list×15;disc_empty_track_song_uids×19;roster_uids_short;no_agencies
QmlTSA,BiSH,BiSH,,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,formed_date;empty_song_uids;disc_empty_track_list×1;disc_empty_track_song_uids×1
44KC44KC44GE44KN44Kv44Ot44O844OQ44O8Wg,ももいろクローバーZ,Momoiro Clover Z,2007-01-01,0,0,0,67,63,67,4,4,4,0,0,0,0,0,1,disc_empty_track_list×63;disc_empty_track_song_uids×67
4omgTUU,≠ME,≠ME,2019-08-04,0,0,0,32,26,32,12,12,12,0,0,0,0,0,1,disc_empty_track_list×26;disc_empty_track_song_uids×32
QmlsbGxpZQ,Billlie,Fukutomi Tsuki,2021-11-10,0,0,0,22,22,22,15,15,8,0,1,0,1,1,1,disc_empty_track_list×22;disc_empty_track_song_uids×22;roster_uids_short;no_agencies
U1dFRVQgU1RFQURZ,SWEET STEADY,SWEET_STEADY,2024-01-23,0,0,0,16,8,16,7,7,7,0,0,0,0,0,1,disc_empty_track_list×8;disc_empty_track_song_uids×16
QnVvbm8h,Buono!,Buono!,,1,0,0,28,28,28,6,6,3,0,1,0,0,1,1,formed_date;disc_empty_track_list×28;disc_empty_track_song_uids×28;roster_uids_short
4omSSk9Z,≒JOY,≒JOY,2022-03-29,0,0,0,12,11,12,12,12,12,0,0,0,0,0,1,disc_empty_track_list×11;disc_empty_track_song_uids×12
Tk1CNDg,NMB48,NMB48,2010-01-01,0,0,0,43,34,43,1,1,0,1,1,0,1,0,1,disc_empty_track_list×34;disc_empty_track_song_uids×43;roster_no_uids;roster_uids_short;no_agencies
aeKYhlJpcw,i☆Ris,I☆Ris,2012-01-01,0,0,0,55,52,55,5,5,5,0,0,0,0,0,1,disc_empty_track_list×52;disc_empty_track_song_uids×55
56eB56uL5oG15q-U5a-_5Lit5a2m,私立恵比寿中学,Shiritsu_Ebisu_Chugaku,2009-08-04,0,0,0,68,54,68,17,17,8,0,1,0,0,0,1,disc_empty_track_list×54;disc_empty_track_song_uids×68;roster_uids_short
QVZBTQ,AVAM,AVAM,2021-10-01,0,0,0,34,4,34,7,7,7,0,0,0,0,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×34
6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,2022-07-10,0,0,0,26,25,26,9,9,9,0,0,0,0,0,1,disc_empty_track_list×25;disc_empty_track_song_uids×26
Q2hlcnJ5IEJ1bGxldA,Cherry Bullet,Cherry Bullet,2019-01-21,0,1,0,8,8,8,0,0,0,0,0,0,1,1,1,empty_song_uids;disc_empty_track_list×8;disc_empty_track_song_uids×8;no_agencies
UGFzc0NvZGU,PassCode,PassCode,,1,0,0,44,44,44,4,4,4,0,0,0,0,1,1,formed_date;disc_empty_track_list×44;disc_empty_track_song_uids×44
44GE44GO44Gq44KK5p2x5YyX55Sj,いぎなり東北産,Iginari_Tohokusan,2015-08-09,0,0,0,40,35,40,9,9,9,0,0,0,0,0,1,disc_empty_track_list×35;disc_empty_track_song_uids×40
44Gu44KT44G144GD44GP77yB,のんふぃく！,Non¬Fiction,2021-04-05,0,0,0,6,4,6,7,7,7,0,0,0,0,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×6
RU1QaVJF,EMPiRE,EMPiRE,2017-08-23,0,0,0,1,1,1,4,4,4,0,0,0,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1
Wk9DWA,ZOCX,ZOCX,,1,0,0,5,5,5,8,8,7,0,1,0,0,1,1,formed_date;disc_empty_track_list×5;disc_empty_track_song_uids×5;roster_uids_short
R0VOSUM,GENIC,GENIC,2020-05-27,0,0,0,27,10,27,7,7,7,0,0,0,0,0,1,disc_empty_track_list×10;disc_empty_track_song_uids×27
44Gn44KT44Gx57WELmluYw,でんぱ組.inc,Dempagumi.inc,2010-06-03,0,0,0,67,42,67,7,7,7,0,0,0,1,0,1,disc_empty_track_list×42;disc_empty_track_song_uids×67;no_agencies
R2lybHPCsg,Girls²,Girls²,,1,0,0,71,71,71,7,7,7,0,0,0,0,1,1,formed_date;disc_empty_track_list×71;disc_empty_track_song_uids×71
5riF56uc5Lq6MjU,清竜人25,Kiyoshi Ryujin 25,2014-09-01,0,0,0,18,18,18,1,1,1,0,0,0,1,1,1,disc_empty_track_list×18;disc_empty_track_song_uids×18;no_agencies
U0tFNDg,SKE48,SKE48,,1,0,0,50,33,50,5,5,0,1,1,0,1,0,1,formed_date;disc_empty_track_list×33;disc_empty_track_song_uids×50;roster_no_uids;roster_uids_short;no_agencies
SEtUNDg,HKT48,HKT48,2011-01-01,0,0,0,22,16,22,1,1,0,1,1,0,1,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×22;roster_no_uids;roster_uids_short;no_agencies
QnJva2VuIEJ5IFRoZSBTY3JlYW0,Broken By The Scream,BROKEN_BY_THE_SCREAM,2017-01-01,0,0,0,11,7,11,4,4,4,0,0,0,1,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×11;no_agencies
44OV44Kj44Ot44K944OV44Kj44O844Gu44OA44Oz44K5,フィロソフィーのダンス,,,1,0,0,85,85,85,5,5,5,0,0,0,1,1,1,formed_date;disc_empty_track_list×85;disc_empty_track_song_uids×85;no_agencies
S0FRUklZT1RFUlJPUg,KAQRIYOTERROR,KAQRIYOTERROR,2017-08-01,0,0,0,12,12,12,4,4,3,0,1,0,0,1,1,disc_empty_track_list×12;disc_empty_track_song_uids×12;roster_uids_short
4oSDLXV0ZQ,℃-ute,℃-ute,2005-06-01,0,0,0,60,60,60,6,6,3,0,1,0,0,1,1,disc_empty_track_list×60;disc_empty_track_song_uids×60;roster_uids_short
5aSc5YWJ5oCn44Ki44Of44Ol44O844K6,夜光性アミューズ,Yakousei_Amuse,2021-03-17,0,0,0,13,6,13,7,7,7,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×13
44KP44O844GZ44Gf,わーすた,Wa-Suta,2015-01-01,0,0,0,27,27,27,4,4,4,0,0,0,0,1,1,disc_empty_track_list×27;disc_empty_track_song_uids×27
QU1FRlVSQVNTSEk,AMEFURASSHI,AMEFURASSHI,2018-11-03,0,0,0,37,25,37,4,4,4,0,0,0,0,0,1,disc_empty_track_list×25;disc_empty_track_song_uids×37
Q1NS,CSR,,,1,0,0,10,10,10,7,7,7,0,0,0,1,1,1,formed_date;disc_empty_track_list×10;disc_empty_track_song_uids×10;no_agencies
bG9s,lol,Lol,,1,0,0,65,30,65,8,8,8,0,0,0,0,0,1,formed_date;disc_empty_track_list×30;disc_empty_track_song_uids×65
Um9ja2V0IFB1bmNo,Rocket Punch,Rocket_Punch,2019-08-07,0,0,0,1,1,1,11,11,7,0,1,0,1,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short;no_agencies
ZmVtbWUgZmF0YWxl,femme fatale,Femme_fatale,2018-10-22,0,0,0,13,6,13,2,2,3,0,0,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×13
U1RVNDg,STU48,STU48,,1,0,0,14,13,14,1,1,0,1,1,0,1,0,1,formed_date;disc_empty_track_list×13;disc_empty_track_song_uids×14;roster_no_uids;roster_uids_short;no_agencies
5oiR5YSY44Op44Kt44Ki,我儘ラキア,WAGAMAMARAKIA,2016-01-01,0,0,0,18,16,18,4,4,1,0,1,0,1,0,1,disc_empty_track_list×16;disc_empty_track_song_uids×18;roster_uids_short;no_agencies
QG9uZWZpdmU,@onefive,@onefive,2019-10-20,0,0,0,2,2,2,4,4,4,0,0,0,0,1,1,disc_empty_track_list×2;disc_empty_track_song_uids×2
eW9zdWdhbGE,yosugala,Yosugala,2022-05-15,0,0,0,26,2,26,4,4,4,0,0,0,0,0,1,disc_empty_track_list×2;disc_empty_track_song_uids×26
6Jm544Gu44Kz44Oz44Kt44K544K_44OJ44O844Or,虹のコンキスタドール,Niji no Conquistador,2014-07-14,0,0,0,51,22,51,13,13,10,0,1,0,1,0,1,disc_empty_track_list×22;disc_empty_track_song_uids×51;roster_uids_short;no_agencies
44Gc44KT44G25ZCb44Gu44Gb44GE44Gg44CC,ぜんぶ君のせいだ。,,,1,0,0,1,0,1,5,5,5,0,0,0,1,0,1,formed_date;disc_empty_track_song_uids×1;no_agencies
TEUgU1NFUkFGSU0,LE SSERAFIM,LE_SSERAFIM,2022-05-02,0,0,0,59,59,59,14,14,9,0,1,0,1,1,1,disc_empty_track_list×59;disc_empty_track_song_uids×59;roster_uids_short;no_agencies
QkFCWU1PTlNURVI,BABYMONSTER,Kawai Ruka,2023-11-27,0,0,0,1,1,1,17,17,8,0,1,0,1,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1;roster_uids_short;no_agencies
QkFCWU1FVEFM,BABYMETAL,BABYMETAL,2010-01-01,0,0,0,54,40,54,4,4,4,0,0,0,0,0,1,disc_empty_track_list×40;disc_empty_track_song_uids×54
PUxPVkU,=LOVE,=LOVE,2017-08-05,0,0,0,37,34,37,10,10,10,0,0,0,0,0,1,disc_empty_track_list×34;disc_empty_track_song_uids×37
5LmD5pyo5Z2CNDY,乃木坂46,Nogizaka46,,1,0,0,51,36,51,40,40,39,0,1,0,1,0,1,formed_date;disc_empty_track_list×36;disc_empty_track_song_uids×51;roster_uids_short;no_agencies
RlJVSVRTIFpJUFBFUg,FRUITS ZIPPER,FRUITS_ZIPPER,2022-04-01,0,0,0,24,11,24,7,7,7,0,0,0,0,0,1,disc_empty_track_list×11;disc_empty_track_song_uids×24
QUtCNDg,AKB48,AKB48,2005-01-01,0,0,0,120,77,120,4,4,4,0,0,0,1,0,1,disc_empty_track_list×77;disc_empty_track_song_uids×120;no_agencies
aUxpRkUh,iLiFE!,iLiFE!,2020-06-05,0,0,0,21,4,21,10,10,10,0,0,0,0,0,1,disc_empty_track_list×4;disc_empty_track_song_uids×21
5qu75Z2CNDY,櫻坂46,Sakurazaka46,2020-10-14,0,0,0,16,12,16,32,32,32,0,0,0,1,0,1,disc_empty_track_list×12;disc_empty_track_song_uids×16;no_agencies
Q1VUSUUgU1RSRUVU,CUTIE STREET,CUTIE_STREET,2024-08-04,0,0,0,10,5,10,8,8,8,0,0,0,0,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×10
Q0FORFkgVFVORQ,CANDY TUNE,CANDY_TUNE,2023-02-02,0,0,0,16,7,16,7,7,7,0,0,0,0,0,1,disc_empty_track_list×7;disc_empty_track_song_uids×16
44GY44O844GP44KJ44KA77yB,じーくらむ！,,2019-12-27,0,0,0,11,5,11,6,6,3,0,1,0,1,0,1,disc_empty_track_list×5;disc_empty_track_song_uids×11;roster_uids_short;no_agencies
44Op44K544OI44K344O844Oz,ラストシーン,LAST_SCENE_(HEROINES),2025-12-13,0,1,1,0,0,0,7,7,7,0,0,0,0,0,0,empty_song_uids;empty_discography
TuOCvOODrQ,Nゼロ,N_Zero,2010-05-01,0,0,0,15,3,15,10,10,7,0,1,0,0,0,1,disc_empty_track_list×3;disc_empty_track_song_uids×15;roster_uids_short
Q2hlY2ttYXRl,Checkmate,Checkmate!?,,1,0,0,22,22,22,2,2,2,0,0,0,1,1,1,formed_date;disc_empty_track_list×22;disc_empty_track_song_uids×22;no_agencies
VklMTEFJTlMgSE9VU0U,VILLAINS HOUSE,VILLAINS_HOUSE,2024-08-01,0,0,0,17,15,17,9,9,8,0,1,0,1,0,1,disc_empty_track_list×15;disc_empty_track_song_uids×17;roster_uids_short;no_agencies
WUFNSU5BQkU,YAMINABE,YAMINABE,,1,0,0,13,13,13,4,4,4,0,0,0,1,1,1,formed_date;disc_empty_track_list×13;disc_empty_track_song_uids×13;no_agencies
44GC44GS44KC44KT77yB,あげもん！,Agemon!,2021-07-23,0,0,0,10,0,10,4,4,1,0,1,0,0,0,1,disc_empty_track_song_uids×10;roster_uids_short
44OK44OI4piG44Kr44Oz/#google_vignette,ナト☆カン,Nato☆Kan,2011-12-12,0,0,0,7,6,7,2,2,0,1,1,0,0,0,1,disc_empty_track_list×6;disc_empty_track_song_uids×7;roster_no_uids;roster_uids_short
44Oq44Oq44K344OD44Kv5a2m5ZyS,リリシック学園,,2020-04-19,0,0,0,18,0,18,5,5,2,0,1,0,1,0,1,disc_empty_track_song_uids×18;roster_uids_short;no_agencies
UGltbSdz,Pimm's,Pimm's,2013-05-24,0,0,0,24,8,24,7,7,6,0,1,0,0,0,1,disc_empty_track_list×8;disc_empty_track_song_uids×24;roster_uids_short
TG92ZSBDb2NjaGk,Love Cocchi,Love Cocchi,,1,0,0,6,5,6,3,3,3,0,0,0,0,0,1,formed_date;disc_empty_track_list×5;disc_empty_track_song_uids×6
d231b9f2-f247-4cf5-8d57-35365fd73f16,ドレスコード,Dress_Code,2024-09-21,0,0,0,1,1,1,5,5,5,0,0,0,0,1,1,disc_empty_track_list×1;disc_empty_track_song_uids×1
